 time            vo1             vo2             vcmp            p1              p2             
 7.34635087e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658576e-08  1.49999994e+00 
 7.35380370e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.36194138e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658570e-08  1.49999994e+00 
 7.37180828e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.37990964e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658575e-08  1.49999994e+00 
 7.38804328e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658584e-08  1.49999994e+00 
 7.39318070e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658587e-08  1.49999994e+00 
 7.39879688e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658572e-08  1.49999994e+00 
 7.40562471e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658589e-08  1.49999994e+00 
 7.41928036e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658572e-08  1.49999994e+00 
 7.42946125e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658588e-08  1.49999994e+00 
 7.43644480e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658576e-08  1.49999994e+00 
 7.44400773e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658584e-08  1.49999994e+00 
 7.45256324e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 7.46967426e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658581e-08  1.49999994e+00 
 7.48242638e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.49117214e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 7.50064364e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 7.51135226e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.52028615e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 7.52618374e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658585e-08  1.49999994e+00 
 7.53264321e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658577e-08  1.49999994e+00 
 7.54012774e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658580e-08  1.49999994e+00 
 7.55509680e-07  2.08785144e-01  2.08779019e-01  1.49999961e+00  9.27658579e-08  1.49999994e+00 
